PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/jsoup/Clients/sqlidan/CCLI|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(57:3)|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(57:26)|org.jsoup.nodes.Document|SYMBOL_KIND_TYPE|SYMBOL_USE_TYPE_REFERENCE
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/jsoup/Clients/sqlidan/CCLI|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(57:34)|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(57:50)|org.jsoup.Jsoup.parse(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/jsoup/Clients/sqlidan/CCLI|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(59:3)|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(59:22)|org.jsoup.nodes.Document.outputSettings()|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/jsoup/Clients/sqlidan/CCLI|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(59:3)|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(59:82)|org.jsoup.nodes.Document$OutputSettings.syntax(org.jsoup.nodes.Document$OutputSettings$Syntax)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/jsoup/Clients/sqlidan/CCLI|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(60:3)|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(60:22)|org.jsoup.nodes.Document.outputSettings()|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/jsoup/Clients/sqlidan/CCLI|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(60:3)|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(60:61)|org.jsoup.nodes.Document$OutputSettings.escapeMode(org.jsoup.nodes.Entities$EscapeMode)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/jsoup/Clients/sqlidan/CCLI|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(61:10)|/src/main/java/com/haiersoft/ccli/common/utils/creatpdfutils.java(61:19)|org.jsoup.nodes.Element.html()|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
