projectId|projectType|projectLocation|usagePosition|usageEndPosition|usageFullyQualifiedName|usageKind|usageType
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/response.java(310:17)|/src/main/java/spark/response.java(315:5)|spark.Response.removeCookie(java.lang.String,java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_VIRTUAL_INVOCATION
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/utils/sparkutils.java(34:32)|/src/main/java/spark/utils/sparkutils.java(43:5)|spark.utils.SparkUtils.convertRouteToList(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/exceptionmapper.java(22:14)|/src/main/java/spark/exceptionmapper.java(122:1)|spark.ExceptionMapper|SYMBOL_KIND_TYPE|SYMBOL_USE_TYPE_REFERENCE
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/queryparamsmap.java(261:21)|/src/main/java/spark/queryparamsmap.java(263:5)|spark.QueryParamsMap.values()|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/service.java(752:17)|/src/main/java/spark/service.java(757:5)|spark.Service.initExceptionHandler(java.util.function.Consumer)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/routematch/routematch.java(70:19)|/src/main/java/spark/routematch/routematch.java(72:5)|spark.routematch.RouteMatch.getMatchUri()|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/service.java(358:33)|/src/main/java/spark/service.java(369:5)|spark.Service.externalStaticFileLocation(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_VIRTUAL_INVOCATION
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/utils/resourceutils.java(282:27)|/src/main/java/spark/utils/resourceutils.java(285:5)|spark.utils.ResourceUtils.isJarURL(java.net.URL)|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/embeddedserver/embeddedserverfactory.java(41:27)|/src/main/java/spark/embeddedserver/embeddedserverfactory.java(41:166)|spark.embeddedserver.EmbeddedServerFactory.create(spark.route.Routes,spark.staticfiles.StaticFilesConfiguration,spark.ExceptionMapper,boolean)|SYMBOL_KIND_METHOD|SYMBOL_USE_VIRTUAL_INVOCATION
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/responsetransformer.java(25:18)|/src/main/java/spark/responsetransformer.java(36:1)|spark.ResponseTransformer|SYMBOL_KIND_INTERFACE|SYMBOL_USE_IMPLEMENTATION
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/requestresponsefactory.java(40:28)|/src/main/java/spark/requestresponsefactory.java(42:5)|spark.RequestResponseFactory.create(javax.servlet.http.HttpServletResponse)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/utils/urldecoding/urldecode.java(32:26)|/src/main/java/spark/utils/urldecoding/urldecode.java(94:5)|spark.utils.urldecoding.UrlDecode.path(java.lang.String,int,int)|SYMBOL_KIND_METHOD|SYMBOL_USE_VIRTUAL_INVOCATION
Spark-2.9.3|MAIN|I:/UCov/Repro/spark/Main|/src/main/java/spark/spark.java(1220:24)|/src/main/java/spark/spark.java(1222:5)|spark.Spark.awaitStop()|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
