projectId|projectType|projectLocation|usagePosition|usageEndPosition|usageFullyQualifiedName|usageKind|usageType
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/select/elements.java(136:21)|/src/main/java/org/jsoup/select/elements.java(141:5)|org.jsoup.select.Elements.addClass(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/parser/tokenqueue.java(123:17)|/src/main/java/org/jsoup/parser/tokenqueue.java(125:5)|org.jsoup.parser.TokenQueue.consume()|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/select/evaluator.java(452:21)|/src/main/java/org/jsoup/select/evaluator.java(460:6)|org.jsoup.select.Evaluator$CssNthEvaluator.matches(org.jsoup.nodes.Element,org.jsoup.nodes.Element)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/nodes/entities.java(35:9)|/src/main/java/org/jsoup/nodes/entities.java(35:40)|org.jsoup.nodes.Entities$EscapeMode.xhtml|SYMBOL_KIND_FIELD|SYMBOL_USE_INSTANCE_FIELD_READ
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/nodes/node.java(808:16)|/src/main/java/org/jsoup/nodes/node.java(811:5)|org.jsoup.nodes.Node.hashCode()|SYMBOL_KIND_METHOD|SYMBOL_USE_VIRTUAL_INVOCATION
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/select/elements.java(275:19)|/src/main/java/org/jsoup/select/elements.java(283:5)|org.jsoup.select.Elements.outerHtml()|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/connection.java(566:17)|/src/main/java/org/jsoup/connection.java(566:36)|org.jsoup.Connection$Request.timeout(int)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/nodes/comment.java(22:19)|/src/main/java/org/jsoup/nodes/comment.java(24:5)|org.jsoup.nodes.Comment.nodeName()|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/helper/changenotifyingarraylist.java(71:20)|/src/main/java/org/jsoup/helper/changenotifyingarraylist.java(74:5)|org.jsoup.helper.ChangeNotifyingArrayList.removeAll(java.util.Collection)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/connection.java(134:16)|/src/main/java/org/jsoup/connection.java(134:41)|org.jsoup.Connection.referrer(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_VIRTUAL_INVOCATION
JSoup-1.16.1|MAIN|I:/UCov/Repro/jsoup/Main|/src/main/java/org/jsoup/nodes/node.java(668:17)|/src/main/java/org/jsoup/nodes/node.java(672:5)|org.jsoup.nodes.Node.traverse(org.jsoup.select.NodeVisitor)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
