PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(28:52)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(28:79)|spark.ModelAndView(java.lang.Object,java.lang.String)|SYMBOL_KIND_CONSTRUCTOR|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(28:52)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(28:79)|spark.ModelAndView|SYMBOL_KIND_CLASS|SYMBOL_USE_INSTANTIATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(28:56)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(28:67)|spark.ModelAndView|SYMBOL_KIND_TYPE|SYMBOL_USE_TYPE_REFERENCE
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(33:9)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(33:19)|spark.Spark.port(int)|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(35:9)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(35:40)|spark.Service$StaticFiles.location(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(40:18)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(42:9)|spark.Route.handle(spark.Request,spark.Response)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(40:18)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(42:9)|spark.Route|SYMBOL_KIND_INTERFACE|SYMBOL_USE_IMPLEMENTATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(40:9)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(42:11)|spark.Spark.get(java.lang.String,spark.Route)|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(47:31)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(49:9)|spark.Route.handle(spark.Request,spark.Response)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(47:31)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(49:9)|spark.Route|SYMBOL_KIND_INTERFACE|SYMBOL_USE_IMPLEMENTATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(47:9)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(49:11)|spark.Spark.get(java.lang.String,spark.Route)|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/jorecat/csci-366-fall2021-private|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(48:67)|/cloud/src/main/java/edu/montana/csci/csci366/archivecat/server.java(48:83)|spark.Request.params(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
